Textbox1,Brand_Name,subject_name1,sa,NM_ID,Barcode,ts_name,Quantity_ForSale_Other,Quantity_ForSale_Novosib,Quantity_ForSale_Khabarovsk,Quantity_ForSale_Krasnodar,Quantity_ForSale_Ekaterinburg,Quantity_ForSale_SPb,price_ru,discount,price_ru_discount
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Jean Andre,Рюкзаки,JJ21030/U629-498,8687777,2000124469217,0,3,,,,,,4 620,30,3 234
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,VONK,Дополнительные аккумуляторы,K-03/BLACK,8694981,2000107664134,0,3,,,,,,5 000,50,2 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,VONK,Переходники,V-05/LIGHTING-USB-BLACK,8469803,2000107664431,0,3,,,,,,1 257,75,314
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,VONK,Переходники,V-05/TYPE-C-USB-RED,8469861,2000107664417,0,2,,1,,,,1 257,65,439
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,VONK,Переходники,V-B01/MICRO-BLACK,8468985,2000107664493,0,3,,,,,,1 000,65,350
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOK15141/BROWN,8269671,2000099324153,0,1,,,2,,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOK15144/BLUE,8340492,2000109189178,0,3,,,,,,3 620,50,1 810
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOK15148/BROWN,8340227,2000109189314,0,3,,,,,,3 620,50,1 810
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOK15869/D-BLUE,8270778,2000099324498,0,3,,,,,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOK15869/RED,8269798,2000099324481,0,2,,,1,,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOL-48/COFFEE,8270643,2000099324092,0,3,,,,,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOL-48/RED,8271281,2000099324115,0,1,,,1,1,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Zocai,Сумки,ZOSM16005/COFFEE,8267914,2000099324344,0,2,,,1,,,3 000,50,1 500
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap40/06,7063218,2000054814057,48-56,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap42/01,7065375,2000054862249,48-56,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap43/05,7075209,2000054862348,48-56,1,,,,1,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap45/01,7066836,2000054862478,48-56,1,1,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap51/02,7072684,2000055091013,48-56,1,1,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap54/07,7065695,2000055091136,48-56,1,1,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap56/09,7067279,2000055308067,48-56,,,,,1,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap63/04,7066532,2000055308296,48-56,1,,,1,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap64/03,7067134,2000055308395,48-56,1,1,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки,WCap65/06,7062862,2000055499024,48-56,1,,,,1,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap01/02,7306059,2000063995013,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap02/01,7306092,2000063995044,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap02/02,7306099,2000063995051,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap02/03,7306100,2000063995068,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap02/04,7306101,2000063995075,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap02/05,7306102,2000063995082,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap03/02,7306294,2000063995105,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap03/03,7306295,2000063995112,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap04/01,7306408,2000063995143,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap04/02,7306413,2000063995150,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap04/04,7306415,2000063995174,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap04/05,7306416,2000063995181,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap05/01,7306474,2000063995198,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap05/02,7306527,2000063995204,38,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap05/03,7306528,2000063995211,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap05/05,7306530,2000063995235,38,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap06/02,7306800,2000063995259,40,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap06/03,7306801,2000063995266,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap06/05,7306803,2000063995273,40,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap07/01,7306923,2000063995297,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap07/02,7307079,2000064222002,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap07/03,7307080,2000064222019,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap07/04,7307081,2000064222026,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap07/05,7307082,2000064222033,40,1,1,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap08/01,7307177,2000064222040,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap08/02,7307204,2000064222057,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap08/03,7307205,2000064222064,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap08/04,7307206,2000064222071,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap08/05,7307207,2000064222088,40,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap09/01,7307677,2000064438007,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap09/02,7307700,2000064438014,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap09/03,7307701,2000064438021,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap09/04,7307702,2000064438038,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap09/05,7307703,2000064438045,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap10/03,7307951,2000064438076,40,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap10/04,7307952,2000064438083,40,1,,,,,1,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap11/05,7308079,2000064438144,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap12/01,7308320,2000064438151,38,1,,,,1,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap12/02,7308389,2000064438168,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,Alex DANDY,Шапки для малышей,ChCap12/03,7308390,2000064438175,38,2,,,,,,1 050,50,525
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,CHFEGL,Сумки,CH-Y1764/BROWN-830,8274770,2000099812315,0,1,,,,1,,4 100,50,2 050
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8923-B/BLACK,9832593,2000173810299,0,2,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8923-B/BLUE,9837819,2000173810275,0,,,,,1,1,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8928-B/COFFEE,9832443,2000173810398,0,1,,,,1,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8933-B/GREEN,9845942,2000174852342,0,1,,,,,1,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8934-A/BLACK,9829967,2000173810510,0,,,,1,,1,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8937-A/PURPLE,9840920,2000173810657,0,1,1,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA,Сумки,D-8939-B/BLUE,9844755,2000174852212,0,2,,,,,,8 000,45,4 400
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/220-PURPLE,9182412,2000145498005,0,2,,,,,,6 975,45,3 836
Данные по остаткам на: 08.03.2020 6:15:00.    Данные по цене и скидке на: 08.03.2020 7:01:09,DANICA Elite,Рюкзаки,DE08/BEAD_LIGHT_KHAKI,7625494,2000078680317,0,2,,,,,,6 975,45,3 836
